Godot Engine v4.7.2.stable.official.ed1daf0bf - https://godotengine.org
OpenGL API 3.3.0 NVIDIA 591.74 - Compatibility - Using Device: NVIDIA - NVIDIA GeForce GTX 1660 Ti

HH_GT06_BENCHMARK_CADENCE {"os_low_processor_usage_mode":true,"os_low_processor_usage_mode_sleep_usec":6900,"pid":14948,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","settings":{"interface/editor/display/update_continuously":false,"interface/editor/timers/low_processor_mode_sleep_usec":6900,"interface/editor/timers/unfocused_low_processor_mode_sleep_usec":6900,"run/output/max_lines":100},"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":32,"entry_event_us":56555634,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6489,"process_entry_us":56555607,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":56555621,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":33,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":32,"main_thread":true,"monotonic_us":56661887,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":56555807,"call_return_us":56656578,"cycle":32,"entry_event_us":56555634,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6495,"next_process_entry_us":56661873,"next_process_exit_frame":6495,"next_process_exit_us":56665092,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6489,"process_entry_us":56555607,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":56665073,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6494,"save_process_exit_us":56656585,"save_result":0,"save_start_us":56555621,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":33,"signal_frame":6494,"signal_us":56646414,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":33,"entry_event_us":56817953,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6502,"process_entry_us":56817926,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":56817941,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":34,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":56818136,"call_return_us":56921738,"cycle":33,"entry_event_us":56817953,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6508,"next_process_entry_us":56926891,"next_process_exit_frame":6508,"next_process_exit_us":56929905,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6502,"process_entry_us":56817926,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":56929882,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6507,"save_process_exit_us":56921746,"save_result":0,"save_start_us":56817941,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":34,"signal_frame":6507,"signal_us":56913913,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":34,"entry_event_us":57062806,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6515,"process_entry_us":57062780,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":57062795,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":35,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":34,"main_thread":true,"monotonic_us":57180454,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":57062964,"call_return_us":57158244,"cycle":34,"entry_event_us":57062806,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6521,"next_process_entry_us":57180439,"next_process_exit_frame":6521,"next_process_exit_us":57184082,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6515,"process_entry_us":57062780,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":57184058,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6520,"save_process_exit_us":57158254,"save_result":0,"save_start_us":57062795,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":35,"signal_frame":6520,"signal_us":57147542,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":35,"entry_event_us":57340883,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6528,"process_entry_us":57340849,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":57340868,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":36,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":57341087,"call_return_us":57442540,"cycle":35,"entry_event_us":57340883,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6534,"next_process_entry_us":57449577,"next_process_exit_frame":6534,"next_process_exit_us":57456215,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6528,"process_entry_us":57340849,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":57456188,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6533,"save_process_exit_us":57442548,"save_result":0,"save_start_us":57340868,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":36,"signal_frame":6533,"signal_us":57433843,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":36,"entry_event_us":57579053,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6541,"process_entry_us":57579030,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":57579043,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":37,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":57579198,"call_return_us":57674173,"cycle":36,"entry_event_us":57579053,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6547,"next_process_entry_us":57678509,"next_process_exit_frame":6547,"next_process_exit_us":57682276,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6541,"process_entry_us":57579030,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":57682254,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6546,"save_process_exit_us":57674180,"save_result":0,"save_start_us":57579043,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":37,"signal_frame":6546,"signal_us":57668300,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":36,"main_thread":true,"monotonic_us":57682842,"phase":"RELOAD","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":37,"entry_event_us":57843332,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6554,"process_entry_us":57843305,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":57843320,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":38,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":57843511,"call_return_us":57936237,"cycle":37,"entry_event_us":57843332,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6560,"next_process_entry_us":57941221,"next_process_exit_frame":6560,"next_process_exit_us":57946303,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6554,"process_entry_us":57843305,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":57946261,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6559,"save_process_exit_us":57936245,"save_result":0,"save_start_us":57843320,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":38,"signal_frame":6559,"signal_us":57929356,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":38,"entry_event_us":58067090,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6567,"process_entry_us":58067065,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":58067078,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":39,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":38,"main_thread":true,"monotonic_us":58193326,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":58067262,"call_return_us":58173365,"cycle":38,"entry_event_us":58067090,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6573,"next_process_entry_us":58193312,"next_process_exit_frame":6573,"next_process_exit_us":58196478,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6567,"process_entry_us":58067065,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":58196458,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6572,"save_process_exit_us":58173373,"save_result":0,"save_start_us":58067078,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":39,"signal_frame":6572,"signal_us":58166808,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":39,"entry_event_us":58334954,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6580,"process_entry_us":58334926,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":58334941,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":40,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":58335114,"call_return_us":58441412,"cycle":39,"entry_event_us":58334954,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6586,"next_process_entry_us":58448169,"next_process_exit_frame":6586,"next_process_exit_us":58454494,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6580,"process_entry_us":58334926,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":58454464,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6585,"save_process_exit_us":58441421,"save_result":0,"save_start_us":58334941,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":40,"signal_frame":6585,"signal_us":58433646,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":40,"entry_event_us":58598614,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6593,"process_entry_us":58598587,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":58598602,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":41,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":40,"main_thread":true,"monotonic_us":58709284,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":58598785,"call_return_us":58704097,"cycle":40,"entry_event_us":58598614,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6599,"next_process_entry_us":58709270,"next_process_exit_frame":6599,"next_process_exit_us":58712404,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6593,"process_entry_us":58598587,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":58712387,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6598,"save_process_exit_us":58704105,"save_result":0,"save_start_us":58598602,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":41,"signal_frame":6598,"signal_us":58697295,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":41,"entry_event_us":58863622,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6606,"process_entry_us":58863585,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":58863605,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":42,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":58863816,"call_return_us":58955786,"cycle":41,"entry_event_us":58863622,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6612,"next_process_entry_us":58960872,"next_process_exit_frame":6612,"next_process_exit_us":58964815,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6606,"process_entry_us":58863585,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":58964790,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6611,"save_process_exit_us":58955795,"save_result":0,"save_start_us":58863605,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":42,"signal_frame":6611,"signal_us":58947899,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":42,"entry_event_us":59089427,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6619,"process_entry_us":59089399,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":59089415,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":43,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":42,"main_thread":true,"monotonic_us":59210976,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":59089576,"call_return_us":59191555,"cycle":42,"entry_event_us":59089427,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6625,"next_process_entry_us":59210963,"next_process_exit_frame":6625,"next_process_exit_us":59214102,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6619,"process_entry_us":59089399,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":59214085,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6624,"save_process_exit_us":59191562,"save_result":0,"save_start_us":59089415,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":43,"signal_frame":6624,"signal_us":59183952,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":43,"entry_event_us":59360189,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6632,"process_entry_us":59360156,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":59360174,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":44,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":59360390,"call_return_us":59456825,"cycle":43,"entry_event_us":59360189,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6638,"next_process_entry_us":59463288,"next_process_exit_frame":6638,"next_process_exit_us":59468260,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6632,"process_entry_us":59360156,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":59468237,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6637,"save_process_exit_us":59456834,"save_result":0,"save_start_us":59360174,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":44,"signal_frame":6637,"signal_us":59448240,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":44,"entry_event_us":59620139,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6645,"process_entry_us":59620101,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":59620121,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":45,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":44,"main_thread":true,"monotonic_us":59725144,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":59620394,"call_return_us":59720656,"cycle":44,"entry_event_us":59620139,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6651,"next_process_entry_us":59725126,"next_process_exit_frame":6651,"next_process_exit_us":59728495,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6645,"process_entry_us":59620101,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":59728466,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6650,"save_process_exit_us":59720663,"save_result":0,"save_start_us":59620121,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":45,"signal_frame":6650,"signal_us":59713949,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":45,"entry_event_us":59867528,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6658,"process_entry_us":59867495,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":59867514,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":46,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":59867717,"call_return_us":59971875,"cycle":45,"entry_event_us":59867528,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6664,"next_process_entry_us":59976718,"next_process_exit_frame":6664,"next_process_exit_us":59979913,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6658,"process_entry_us":59867495,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":59979894,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6663,"save_process_exit_us":59971882,"save_result":0,"save_start_us":59867514,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":46,"signal_frame":6663,"signal_us":59965643,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":46,"entry_event_us":60115310,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6671,"process_entry_us":60115283,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":60115297,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":47,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_BENCHMARK_HEARTBEAT {"batch":0,"cycle":46,"main_thread":true,"monotonic_us":60243995,"phase":"SAVE_WAIT","pid":14948,"run_id":"gt06-s105-handles-02"}
HH_GT06_S103_SAVE_COMPLETE {"batch":0,"call_entry_us":60115485,"call_return_us":60218063,"cycle":46,"entry_event_us":60115310,"event":"save_complete","failed":false,"formal_acceptance":false,"next_process_entry_frame":6677,"next_process_entry_us":60243980,"next_process_exit_frame":6677,"next_process_exit_us":60247298,"observation_complete":true,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6671,"process_entry_us":60115283,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","readback_end_us":60247274,"run_id":"gt06-s105-handles-02","save_process_exit_frame":6676,"save_process_exit_us":60218071,"save_result":0,"save_start_us":60115297,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":47,"signal_frame":6676,"signal_us":60212069,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
HH_GT06_S103_SAVE_ENTER {"batch":0,"cycle":47,"entry_event_us":60378629,"event":"save_enter","formal_acceptance":false,"pid":14948,"probe_source_sha256":"13e65360cd0bc0033d0ad414fb3238e216b0d6dcc08e57dc7026ec4fc9eb8b95","process_entry_frame":6684,"process_entry_us":60378587,"profile_sha256":"0cd5b53055853b592d4376a6b8a89d69c70ea5facc40dfc25ebd6fcd6dbf4d85","run_id":"gt06-s105-handles-02","save_start_us":60378611,"schema_id":"hh-studio.s103-native-save","schema_version":"1.0.0","sequence":48,"source_closure_sha256":"7635a470cef554c1a60e1d9427f59998737d3bb829c3a1f134e426cdf9275467"}
